contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
k141_65974||full	2994	NA	52351.117121315976	5.719075665686078	low	19.4474773902474	3	GCA_002603985.1	36.0	24.37	NA	NA	0	1.0
k141_26635||full	1482	NA	57324.78181321395	2.585269325278764	low	10.9098357507713	163	DTR_148573	40.9	75.84	NA	NA	0	1.0
k141_127768||full	1376	NA	166459.0375983434	0.826629794244163	low	13.8078132016165	28	DTR_855137	35.3	59.9	NA	NA	0	1.0
k141_407673||full	959	NA	53808.16442205504	1.7822574144657544	medium	5.42268862289476	214	DTR_561700	59.2	90.42	NA	NA	0	1.0
k141_328001||full	1651	NA	42537.13928529375	3.881314135694113	high	2.87283640536197	137	CP063968	77.5	72.32	2.47	5.42	1	1.0
k141_447863||full	7828	NA	49281.58850236582	15.884228244031151	high	2.93644566496665	6	DTR_836014	69.35	40.3	10.927252396166134	23.970553780617678	2	1.0
k141_506847||full	2031	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_7437||full	1735	NA	44157.31523241957	3.9291338045982283	medium	6.1524334251607	170	GCA_004779225.1	71.4	28.0	NA	NA	0	1.0
k141_447872||full	3177	NA	60892.0	5.217434145700585	low	19.2245446878348	1	MW584169	36.0	18.97	NA	NA	0	1.0
k141_268288||full	1750	NA	34852.0	5.021232640881442	low	14.8448260270765	1	DTR_387180	40.8	27.72	NA	NA	0	1.0
k141_7454||full	5299	NA	55565.49496858998	9.536493831280392	low	10.2654867256637	524	DTR_700295	51.43	38.11	3.7899999999999996	15.38	1	1.0
k141_7455||full	1133	NA	52581.20212437474	2.1547624516457797	high	2.90887460477086	4	DTR_499395	76.17	100.0	NA	NA	0	1.0
k141_447884||full	3408	NA	56965.136195713974	5.982606603960715	medium	7.56667930805488	18	GCA_004779225.1	45.46	97.87	1.4	14.69	1	1.0
k141_367618||full	5641	NA	47052.54377453431	11.98872483288143	low	14.6911520575663	4	DTR_386051	36.5	34.34	NA	NA	0	1.0
k141_328034||full	2232	NA	51760.03233635785	4.3122075069342145	low	15.1381313075547	3	DTR_868016	32.7	38.12	NA	NA	0	1.0
k141_106587||full	2472	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_166838||full	11549	NA	94028.7483770943	12.28241383548329	low	16.1277892551785	454	DTR_148574	42.94	12.99	NA	NA	0	1.0
k141_447891||full	7571	NA	157003.44682652393	4.822187125844021	medium	8.27926800380119	91	DTR_885423	50.09	26.56	1.7779958246346557	6.539916492693111	2	1.0
k141_247842||full	4233	NA	48935.2399688689	8.650207912933308	low	26.9656238848579	12	DTR_550890	37.7	10.43	NA	NA	0	1.0
k141_268301||full	1782	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_247845||full	1949	NA	44490.36031056723	4.380724243172916	high	4.50257385887133	287	DTR_386839	69.3	43.55	2.9800000000000004	5.84	1	1.0
k141_328045||full	2538	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_26654||full	3770	NA	109668.0	3.43764817449028	low	18.1585854626757	1	DTR_198683	31.3	35.29	NA	NA	0	1.0
k141_287142||full	843	NA	65341.00000000001	1.2901547267412496	low	11.3225278032974	1	DTR_356035	46.6	46.83	NA	NA	0	1.0
k141_66042||full	657	NA	46021.446702844754	1.4275952780063048	low	10.5892070484581	263	DTR_373501	57.1	37.17	NA	NA	0	1.0
k141_26668||full	1164	NA	90000.0	1.2933333333333332	medium	8.72859262464408	1	GCA_002955325.1	57.3	29.89	NA	NA	0	1.0
k141_487905||full	3159	NA	76099.5891900559	4.151139360437957	low	11.9200678430089	6	DTR_354605	32.12	100.0	NA	NA	0	1.0
k141_487919||full	2170	NA	92756.15729107262	2.3394673338940195	medium	8.22784810126582	128	GCA_002955325.1	47.9	59.41	NA	NA	0	1.0
k141_226278||full	1961	NA	47315.26170298022	4.1445401112015485	high	4.04716205100082	11	NC_047911	75.65	43.92	3.26279792746114	5.668652849740932	2	1.0
k141_307460||full	771	NA	172844.0	0.44606697368725556	low	13.1305637982196	1	DTR_840255	41.0	30.33	NA	NA	0	1.0
k141_527168||full	1670	NA	60421.1895987726	2.763931016733779	medium	7.36886830689784	7	DTR_153467	56.4	43.92	NA	NA	0	1.0
k141_347562||full	949	NA	38415.57078255292	2.4703524655971125	medium	9.40391650527222	5	GCA_004779625.1	45.88	67.09	1.6386679174484056	3.0860787992495307	2	1.0
k141_268326||full	1800	NA	41627.94448628894	4.324018450137188	low	12.1929432782492	11	DTR_681589	39.4	37.5	NA	NA	0	1.0
k141_307464||full	993	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_527179||full	2330	NA	51946.5005409292	4.4853839541398335	medium	5.30687183073964	27	DTR_568650	54.09	91.06	1.77	6.82	1	1.0
k141_487946||full	986	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_527191||full	1042	NA	48849.16153356361	2.133097001642609	medium	6.26294622599734	669	DTR_643546	62.1	55.11	0.7	3.18	1	1.0
k141_46368||full	925	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_46369||full	1164	NA	67988.32356436977	1.7120586873979202	high	4.00049721353249	318	DTR_421035	70.7	40.0	NA	NA	0	1.0
k141_226299||full	6506	NA	80230.6599009217	8.109119391557265	low	16.0458909824481	26	DTR_260547	35.6	31.31	NA	NA	0	1.0
k141_46383||full	1557	NA	66272.63091174205	2.349386132072409	low	10.7617896009674	59	DTR_517157	62.5	17.53	NA	NA	0	1.0
k141_307495||full	2448	NA	68767.15624228593	3.559838931502433	medium	6.41143235675985	63	DTR_557719	54.88	50.27	2.12	6.54	1	1.0
k141_7465||full	20643	NA	46231.010409576986	44.651846925075425	high	2.25713601784223	12	DTR_539975	78.27	80.49	30.340050451193438	61.55575439352773	11	1.0
k141_347573||full	412	NA	61110.06723020675	0.674193334541691	high	4.30629991867036	105	DTR_353272	65.0	63.7	NA	NA	0	1.0
k141_506918||full	981	NA	43458.854749470614	2.257307528362675	medium	6.22276417638962	75	DTR_490178	50.7	87.66	NA	NA	0	1.0
k141_447940||full	767	NA	50941.701454926195	1.5056426819167994	low	14.386066809884	45	GCA_002603985.1	34.8	86.54	NA	NA	0	1.0
k141_407775||full	2652	NA	138985.95611484037	1.9081064548771556	low	11.7390330599321	62	DTR_214149	39.2	39.97	NA	NA	0	1.0
k141_347576||full	5317	NA	40484.415596826395	13.133448813861113	high	4.58676850661108	15	DTR_444791	56.92	91.93	10.246503622361704	18.633104044561854	7	1.0
k141_506926||full	272	NA	45937.13192033619	0.5921135879177225	low	NA	2	DTR_428395	73.8	45.65	NA	NA	0	1.0
k141_307515||full	3848	NA	443975.5412217001	0.866714411656856	low	26.9656238848579	2	GCA_000917535.1	38.5	11.96	NA	NA	0	1.0
k141_506939||full	782	NA	153291.98511171993	0.5101375648766467	medium	5.68494985837863	257	DTR_464892	58.0	74.13	1.28	1.65	1	1.0
k141_146179||full	562	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_247886||full	11905	NA	40338.76460319055	29.512554777293268	medium	8.13503653657515	22	DTR_738165	47.03	77.37	21.54060282371695	40.962082789815156	12	1.0
k141_106609||full	43222	NA	45563.01314928423	94.86203175015214	medium	6.32612307739211	97	DTR_514061	45.46	35.78	74.70700022044028	96.93398426414771	29	1.0
k141_86540||full	1868	NA	40991.711741313185	4.557018774401047	medium	7.80727581216628	67	DTR_475893	62.3	43.27	NA	NA	0	1.0
k141_226302||full	28620	NA	46706.05859509822	61.27684686072752	low	14.2746572313136	90	MK448838	59.68	10.51	40.88905684052244	85.1664084022185	6	1.0
k141_287191||full	1724	NA	163395.0379752961	1.0551116003049332	high	4.50195005338972	22	DTR_003847	54.53	100.0	NA	NA	0	1.0
k141_367696||full	2220	NA	30331.0	7.319244337476509	medium	8.74144713788569	1	DTR_561584	52.2	74.37	NA	NA	0	1.0
k141_347583||full	667	NA	42379.12932177179	1.573887927087111	medium	6.74483196851523	7	Sp_Ga0134091_10064205_Ga0134091_1006420	58.2	55.75	NA	NA	0	1.0
k141_287195||full	2530	NA	50634.84222406373	4.996559461574942	low	30.4660239344517	43	DTR_826654	26.6	24.72	NA	NA	0	1.0
k141_506952||full	452	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_447961||full	2897	NA	169186.02185185484	1.7123164007820422	low	12.2982618713685	6	DTR_253891	35.1	72.77	NA	NA	0	1.0
k141_347586||full	1465	NA	47740.627822040435	3.0686651324758087	low	12.972234865726	41	DTR_299265	39.0	51.53	2.23	4.4	1	1.0
k141_86568||full	1856	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_7466||full	30369	NA	57913.99999999999	52.43809786925442	high	2.17246864115006	1	DTR_545398	74.76	75.84	28.722536503287223	80.54738936150017	18	1.0
k141_287207||full	895	NA	44680.37454482542	2.0031166012319224	high	4.7385831317676	57	DTR_888236	58.09	100.0	NA	NA	0	1.0
k141_26734||full	2289	NA	47963.74835457349	4.772354285320858	high	3.50672951331705	25	DTR_437123	63.94	81.82	3.2653248811410456	5.892551505546751	2	1.0
k141_407806||full	669	NA	41491.535500728605	1.6123770593842017	medium	5.93038246669532	21	DTR_373538	72.5	34.85	NA	NA	0	1.0
k141_127837||full	1195	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_226321||full	7290	NA	111096.34357472669	6.561872124168092	low	10.6438896189225	46	DTR_420906	47.63	29.49	4.214472573839663	21.56181434599156	2	1.0
k141_127839||full	1185	NA	43779.15807225644	2.706767448666295	medium	6.82561045952701	426	GCA_001506015.1	55.3	85.96	NA	NA	0	1.0
k141_407818||full	2488	NA	93919.0	2.6490912381946146	medium	9.38815150534153	1	DTR_354727	44.1	37.48	3.57	8.18	1	1.0
k141_427560||full	1051	NA	101178.05749575187	1.038762777239648	high	3.42478034785727	35	DTR_555317	67.7	100.0	NA	NA	0	1.0
k141_547225||full	969	NA	73342.49051416002	1.3211986574316263	medium	5.34451919204702	4	DTR_804692	55.8	75.43	NA	NA	0	1.0
k141_127844||full	3450	NA	163539.82910431625	2.1095778434496024	low	13.5571486856677	29	DTR_257594	32.6	56.29	NA	NA	0	1.0
k141_166904||full	1824	NA	39060.441027312176	4.66968613775919	medium	7.44985673352436	20	DTR_377044	59.6	38.12	NA	NA	0	1.0
k141_407826||full	2435	NA	86084.42783830396	2.828618440229125	high	4.38108484005563	4	DTR_823559	57.7	72.23	NA	NA	0	1.0
k141_487994||full	28511	18015	43695.711105825	41.228302604734246	low	18.5642512859947	686	DTR_549294	38.16	9.96	18.89604031216216	49.49457349470353	4	1.0
k141_307532||full	753	NA	166356.8020820747	0.45264154550680524	medium	6.91027496382055	31	DTR_615413	61.4	42.31	NA	NA	0	1.0
k141_66082||full	1515	NA	66615.98838836455	2.2742288100083443	medium	7.59381898454746	20	DTR_419237	61.4	27.94	0.81	4.92	1	1.0
k141_46451||full	2454	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_66095||full	1001	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_488010||full	1332	NA	107951.05061002338	1.2338925767493385	high	3.19936479128857	25	DTR_537618	77.7	33.23	NA	NA	0	1.0
k141_166918||full	1097	NA	35333.0	3.1047462711912375	medium	8.79104251777879	1	DTR_497445	54.7	23.8	NA	NA	0	1.0
k141_7511||full	532	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_287266||full	1382	NA	57175.31550230802	2.4171270203908404	low	12.2511878772313	69	DTR_109317	34.1	29.88	NA	NA	0	1.0
k141_7516||full	2167	NA	42511.8355268969	5.097403989128995	low	14.855914629916	32	DTR_078299	50.0	15.35	NA	NA	0	1.0
k141_488023||full	6311	NA	46873.41539488234	13.463921813320729	low	18.451911776551	179	DTR_005457	51.8	16.77	10.48	17.63	1	1.0
k141_587414||full	4947	NA	43030.9287824842	11.49638211391264	low	11.9081075052972	220	DTR_586280	57.31	19.19	NA	NA	0	1.0
k141_287289||full	2507	NA	45028.9575155308	5.567528404661197	medium	8.20276497695852	820	DTR_656239	48.5	63.85	NA	NA	0	1.0
k141_527288||full	618	NA	40966.02006107836	1.5085673421010677	medium	9.13680781758958	13	DTR_643137	46.2	42.7	NA	NA	0	1.0
k141_347656||full	5003	NA	40000.07697063327	12.507475932291422	medium	5.34106412005457	31	DTR_738165	45.8	85.34	9.998197445978768	15.325970487871194	4	1.0
k141_367704||full	3432	NA	44532.42703326395	7.706743666668858	low	10.6944003686965	11	DTR_815801	40.67	63.32	6.77	13.64	1	1.0
k141_367708||full	767	NA	56726.975632971335	1.3520904145543726	high	2.66829438437391	336	DTR_664813	70.4	75.12	NA	NA	0	1.0
k141_587439||full	852	NA	45263.312656163864	1.882319145467972	low	10.4094095052806	15	DTR_472427	47.2	34.39	NA	NA	0	1.0
k141_527308||full	1742	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_287340||full	715	NA	41738.0	1.7130672289041162	high	4.93975903614458	1	DTR_851931	65.21	59.12	NA	NA	0	1.0
k141_226365||full	8579	NA	42069.3687409234	20.39250945939365	low	20.6566983698812	27	GCA_000841165.1	32.6	17.45	NA	NA	0	1.0
k141_547235||full	3574	NA	48809.12266705702	7.322401642781868	medium	7.54266741111789	107	DTR_882456	65.7	25.94	NA	NA	0	1.0
k141_427596||full	722	NA	36840.421893056	1.9598038320405031	high	3.47574221578566	3	GCA_002958095.1	69.3	67.76	NA	NA	0	1.0
k141_26783||full	1162	NA	63120.50284326878	1.8409232304205518	medium	9.71165752697683	10	DTR_595010	49.0	28.65	NA	NA	0	1.0
k141_287358||full	5335	NA	52405.04955640239	10.180316677800406	low	29.1005291005291	42	DTR_177701	26.5	24.13	NA	NA	0	1.0
k141_447974||full	10179	NA	55195.125696334435	18.44184585429071	medium	8.11683320522675	14	DTR_844100	53.36	89.44	17.347773468445528	28.238316859785236	5	1.0
k141_86633||full	946	NA	32892.416680108654	2.876042855714167	medium	6.22276417638962	29	DTR_750678	52.1	89.4	NA	NA	0	1.0
k141_287361||full	802	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_46489||full	525	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_547268||full	2877	NA	130960.1931480513	2.1968507611679633	high	2.76402957175269	258	DTR_730984	81.4	64.22	NA	NA	0	1.0
k141_488053||full	30350	NA	41030.474478700125	73.96941026298731	medium	5.94766695205479	27	DTR_747243	55.74	26.81	53.67577169983599	90.85538070601363	21	1.0
k141_587460||full	1340	NA	126383.99702406283	1.0602608174711163	medium	9.60051358370539	191	DTR_409075	52.1	38.69	NA	NA	0	1.0
k141_427634||full	3309	NA	69979.27375708868	4.728542927561904	low	19.4474773902474	49	DTR_347039	33.9	26.65	NA	NA	0	1.0
k141_127863||full	4606	NA	41540.54305557558	11.087962894076277	medium	5.51537070524412	150	DTR_473841	55.6	38.53	NA	NA	0	1.0
k141_106645||full	2340	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_106647||full	608	NA	35597.4981466527	1.707985200238493	high	3.27930012133377	87	DTR_832849	69.3	62.07	1.16	1.96	1	1.0
k141_488065||full	1948	NA	48086.55666402498	4.051028260581107	low	13.2625055334219	6	DTR_432552	71.4	9.94	NA	NA	0	1.0
k141_66131||full	895	NA	73075.94288119015	1.2247532699716617	medium	6.28729461781732	4	DTR_845706	56.0	56.29	NA	NA	0	1.0
k141_7564||full	904	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_166966||full	1721	NA	111389.79650905362	1.5450248172956482	low	14.0347901471891	4	DTR_148573	27.7	84.11	NA	NA	0	1.0
k141_46516||full	1241	NA	62141.08620092353	1.9970684065409152	medium	6.53280625218078	71	DTR_834251	57.9	49.03	NA	NA	0	1.0
k141_26848||full	645	NA	387189.31682476756	0.16658517473815304	low	10.0384704758462	32	DTR_327585	60.9	31.05	NA	NA	0	1.0
k141_587475||full	9770	NA	128782.29736437128	7.586446429323409	medium	5.21039935674082	13	DTR_772856	43.2	95.75	6.75	27.649999999999995	1	1.0
k141_467920||full	634	NA	54583.429712838166	1.161524666616692	medium	9.39701583915946	81	DTR_810971	43.3	75.0	NA	NA	0	1.0
k141_86662||full	1308	NA	46774.502874561564	2.79639530003719	low	11.2165417334718	46	GCA_001505755.1	38.1	61.4	NA	NA	0	1.0
k141_7577||full	11041	NA	38268.204449391604	28.851628026084544	medium	8.27926800380119	70	DTR_245212	50.8	23.69	18.274999999999995	35.276680497925305	2	1.0
k141_467923||full	1400	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_587479||full	4927	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_307565||full	3064	NA	212718.24014979627	1.440403041056719	low	21.1660950514454	22	DTR_538253	30.4	45.01	NA	NA	0	1.0
k141_488099||full	851	NA	50342.61510574019	1.6904167537036965	high	1.49376822199765	2	DTR_427650	87.7	80.7	NA	NA	0	1.0
k141_7589||full	893	NA	25193.00310093028	3.5446349783008797	low	11.0079848272345	2	Sp_2695621646_Ga0124673_11	40.6	87.68	NA	NA	0	1.0
k141_166982||full	675	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_26860||full	3167	NA	180996.0	1.7497624256889655	medium	5.31914893617021	1	DTR_838927	69.6	36.31	NA	NA	0	1.0
k141_66168||full	514	NA	46921.21818096405	1.0954532297469846	high	3.16318170484095	215	DTR_833452	69.4	76.79	NA	NA	0	1.0
k141_507026||full	1903	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_66169||full	3460	NA	79305.02375200196	4.362901410659569	low	18.8068221050936	6	DTR_871831	41.6	27.22	NA	NA	0	1.0
k141_587503||full	1377	NA	45702.0320326948	3.012995131190025	medium	9.21794557489581	322	DTR_681325	47.2	60.0	NA	NA	0	1.0
k141_226385||full	3613	NA	37321.72226085265	9.680689371052239	high	3.22984079792308	29	DTR_830776	62.92	82.2	7.5197800374096975	11.400995261344717	7	1.0
k141_106693||full	1218	NA	91768.79613247301	1.3272485325423184	low	11.2165417334718	9	GCA_002603985.1	38.2	61.6	NA	NA	0	1.0
k141_507036||full	7156	NA	42763.71459968964	16.733812922911834	medium	6.24206248412497	64	DTR_387549	58.77	40.69	9.278237899482784	21.03263204027495	4	1.0
k141_367759||full	1723	NA	43612.035011697844	3.950744329031764	high	4.50195005338972	1008	DTR_387342	55.65	100.0	2.9700000000000006	4.97	1	1.0
k141_367760||full	1883	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_86683||full	3488	NA	186448.4387842772	1.8707584910569577	low	21.1660950514454	2	DTR_892968	31.7	43.68	NA	NA	0	1.0
k141_46530||full	2825	NA	126352.5862454858	2.2358070253595055	medium	7.44864970773602	28	DTR_718661	55.6	31.43	NA	NA	0	1.0
k141_587557||full	1605	NA	50623.39980427712	3.170470585154961	medium	7.90591497421755	20	DTR_841264	50.4	41.57	NA	NA	0	1.0
k141_547319||full	1127	NA	43156.15533341675	2.6114467132046384	medium	6.22276417638962	256	NC_021784	48.1	90.68	1.27	3.27	1	1.0
k141_166993||full	1554	NA	45984.66781003246	3.3793872479839124	low	14.8448260270765	6	DTR_677530	38.6	31.24	NA	NA	0	1.0
k141_367783||full	848	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_186645||full	4097	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_106734||full	978	NA	45161.62073001814	2.1655555850101287	medium	6.56994077002317	212	GCA_001506015.1	49.5	67.08	NA	NA	0	1.0
k141_186647||full	5016	NA	79946.3739683849	6.274205759455202	low	15.2023692003949	31	DTR_746408	27.26	46.51	NA	NA	0	1.0
k141_347730||full	2351	NA	106987.79505027068	2.1974469133561714	low	10.7907508297973	2	DTR_220179	43.8	31.96	NA	NA	0	1.0
k141_567900||full	1409	NA	3914.605257362988	35.99341203943384	medium	7.29637658717869	23	DTR_422115	52.5	100.0	33.86	79.74	1	1.0
k141_146213||full	777	NA	37555.71900826446	2.0689259066748646	low	11.4280670985553	17	DTR_594789	38.6	78.51	NA	NA	0	1.0
k141_146215||full	3157	NA	127025.82716049385	2.4853213480839704	low	18.9139941690962	3	DTR_260518	31.0	20.85	NA	NA	0	1.0
k141_86723||full	926	NA	50379.51418772367	1.838048688896736	low	14.6621127104172	43	GCA_002603985.1	33.8	71.88	NA	NA	0	1.0
k141_407938||full	508	NA	44017.443602779815	1.154087921561893	high	3.2630430830758	456	DTR_529512	75.0	50.0	NA	NA	0	1.0
k141_367797||full	1082	NA	100412.02004114364	1.0775602358728094	medium	9.28434547078065	140	DTR_272885	47.33	77.78	NA	NA	0	1.0
k141_507071||full	5291	NA	55058.46983192599	9.609783955405135	high	3.88671588193675	12	DTR_844100	46.15	100.0	8.8313801980198	14.966629702970296	3	1.0
k141_86728||full	452	NA	98017.5454959561	0.46114192894031214	medium	8.65622069323649	24	DTR_533606	50.0	66.43	NA	NA	0	1.0
k141_448029||full	566	NA	38391.18198874297	1.4742968845448992	low	10.8262108262108	2	DTR_502493	37.7	50.93	NA	NA	0	1.0
k141_367818||full	5307	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_307595||full	2712	NA	86668.09663388367	3.1291791389586363	low	14.7807123818755	9	GCA_003958705.1	37.2	45.73	NA	NA	0	1.0
k141_247987||full	1784	NA	121839.38420012833	1.4642227648406982	low	14.7807123818755	10	GCA_000917535.1	34.9	47.31	NA	NA	0	1.0
k141_186678||full	2224	NA	59482.34117846007	3.738924790010387	low	10.3754165273183	51	DTR_260547	38.5	80.88	NA	NA	0	1.0
k141_547361||full	1534	NA	51698.510574009524	2.9672034705989967	medium	9.89099717400081	36	CP058330	42.9	42.41	NA	NA	0	1.0
k141_128016||full	3465	NA	55660.11527582414	6.225283549682147	low	10.4444444060709	40	DTR_260547	34.07	91.54	NA	NA	0	1.0
k141_507107||full	1966	NA	52400.24319051392	3.7518909842691484	low	11.7003954408002	37	DTR_565238	29.8	90.79	NA	NA	0	1.0
k141_307609||full	2905	NA	66239.76831570768	4.3855829720816315	low	18.8069420012078	25	DTR_558292	30.8	58.34	NA	NA	0	1.0
k141_547370||full	809	NA	76526.44972705343	1.0571508320135807	low	27.8875317648988	5	DTR_666823	26.6	89.3	NA	NA	0	1.0
k141_507114||full	982	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_527411||full	323	NA	43242.99999999999	0.7469417015470713	low	NA	1	DTR_229028	55.3	47.22	NA	NA	0	1.0
k141_367830||full	2740	NA	75271.89460964591	3.6401368853666076	medium	9.38815150534153	17	DTR_053154	44.8	34.85	NA	NA	0	1.0
k141_307625||full	1637	NA	71394.45168789019	2.2928952618844263	high	4.93937043075139	163	DTR_179860	51.1	52.13	NA	NA	0	1.0
k141_66300||full	2596	NA	42579.62174558911	6.096813202125084	low	16.0809671071127	22	DTR_539481	49.2	10.09	NA	NA	0	1.0
k141_186707||full	6233	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_567943||full	3840	NA	60678.548891800914	6.328430837802836	low	12.4955291822468	18	DTR_025762	33.9	41.76	NA	NA	0	1.0
k141_106777||full	751	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_387355||full	1518	NA	44432.64865082562	3.416406732646566	high	4.66262623586707	8	GCA_002958095.1	63.81	49.32	2.43	4.04	1	1.0
k141_207052||full	24083	NA	45409.24024569544	53.03546121823288	high	4.0608167082908	42	DTR_832849	61.19	39.3	37.63543492406435	77.31712948379297	15	1.0
k141_527434||full	2440	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.01
k141_106784||full	646	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_427668||full	1760	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_207057||full	3767	NA	48255.96423600307	7.80628894197807	medium	8.73964953649821	9	DTR_050052	30.88	83.16	3.35	12.62	1	1.0
k141_328077||full	21168	NA	155731.76094078453	13.592602993842036	low	12.5893824485374	46	MZ501084	46.68	16.92	31.67	58.919999999999995	1	1.0
k141_186726||full	3485	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_547431||full	742	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_387384||full	1132	NA	44372.996261690285	2.5511011096118374	medium	6.82561045952701	13	DTR_832849	54.97	86.81	2.2303503753582588	3.641825911386744	4	1.0
k141_46605||full	2380	NA	51502.15809543051	4.621165574440586	low	12.9948120840075	25	DTR_139590	51.4	21.84	NA	NA	0	1.0
k141_307662||full	3509	NA	180172.13202176648	1.9475819931886469	low	22.6418050767784	3	GCA_002603985.1	32.0	30.52	NA	NA	0	1.0
k141_106799||full	756	NA	83843.19908385012	0.9016831517174548	medium	6.12369555934197	29	DTR_102934	55.6	62.86	NA	NA	0	1.0
k141_567988||full	1039	NA	346120.70738406066	0.30018429346589487	low	11.0823071937784	20	DTR_267796	40.0	72.3	NA	NA	0	1.0
k141_7673||full	2154	NA	44754.14019214376	4.812962534308989	medium	7.90591497421755	54	DTR_378053	48.8	40.53	NA	NA	0	1.0
k141_488133||full	959	NA	41802.56472421622	2.294117612942661	low	11.6489254870456	193	DTR_757423	38.1	85.89	NA	NA	0	1.0
k141_287472||full	680	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_307675||full	1160	NA	51744.93612828175	2.2417652562643506	high	3.74092433568796	85	DTR_819348	89.4	26.49	NA	NA	0	1.0
k141_347756||full	1996	NA	64848.93336919326	3.077922636963845	high	4.93937043075139	8	DTR_456024	49.4	49.61	3.47	11.970000000000002	1	1.0
k141_427688||full	904	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_66374||full	1344	NA	134241.29366086834	1.0011822467945861	low	18.5122354407915	36	DTR_575091	31.9	61.22	NA	NA	0	1.0
k141_146286||full	2502	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_587595||full	1575	NA	44787.80108443226	3.5165825556625783	high	3.94783221713077	26	DTR_499404	76.7	51.41	2.4	4.48	1	1.0
k141_587598||full	630	NA	NA	NA	NA	NA	0	NA	NA	NA	0.48	1.84	1	1.0
k141_46642||full	2096	529	62540.87793286089	0.8458467765161436	medium	8.75658521623847	129	DTR_743531	50.93	71.19	0.47	1.65	1	1.0
k141_46643||full	1182	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_46645||full	1132	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_186753||full	1133	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_106836||full	437	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_427711||full	676	NA	45028.0	1.5012880874122767	low	10.8481744531967	1	DTR_553981	45.9	66.35	NA	NA	0	1.0
k141_427712||full	1903	NA	73110.31590441355	2.6029158490958166	medium	7.44864970773602	17	DTR_148581	52.9	29.09	NA	NA	0	1.0
k141_328100||full	3261	NA	41912.394433609064	7.780514676071673	medium	7.44864970773602	655	DTR_730518	56.4	32.18	3.66	9.469999999999999	1	1.0
